,atc_code,atc_name,rank
634,A11AA01,multivitamins and iron,4.0
635,A11AA02,multivitamins and calcium,4.0
636,A11AA03,"multivitamins and other minerals, incl. combinations",4.0
637,A11AA04,multivitamins and trace elements,4.0
638,A11AB,"Multivitamins, other combinations",3.0
639,A11B,"MULTIVITAMINS, PLAIN",2.0
640,A11BA,"Multivitamins, plain",3.0
641,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",2.0
642,A11CA,"Vitamin A, plain",3.0
643,A11CA01,retinol (vit A),4.0
644,A11CA02,betacarotene,4.0
645,A11CB,Vitamin A and D in combination,3.0
646,A11CC,Vitamin D and analogues,3.0
647,A11CC01,ergocalciferol,4.0
648,A11CC02,dihydrotachysterol,4.0
649,A11CC03,alfacalcidol,4.0
650,A11CC04,calcitriol,4.0
651,A11CC05,colecalciferol,4.0
652,A11CC06,calcifediol,4.0
653,A11CC20,combinations,4.0
654,A11CC55,"colecalciferol, combinations",4.0
655,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",2.0
656,A11DA,"Vitamin B1, plain",3.0
657,A11DA01,thiamine (vit B1),4.0
658,A11DA02,sulbutiamine,4.0
659,A11DA03,benfotiamine,4.0
660,A11DB,Vitamin B1 in combination with vitamin B6 and/or vitamin B12,3.0
661,A11E,"VITAMIN B-COMPLEX, INCL. COMBINATIONS",2.0
662,A11EA,"Vitamin B-complex, plain",3.0
663,A11EB,Vitamin B-complex with vitamin C,3.0
664,A11EC,Vitamin B-complex with minerals,3.0
665,A11ED,Vitamin B-complex with anabolic steroids,3.0
666,A11EX,"Vitamin B-complex, other combinations",3.0
667,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",2.0
668,A11GA,"Ascorbic acid (vitamin C), plain",3.0
669,A11GA01,ascorbic acid (vit C),4.0
670,A11GB,"Ascorbic acid (vitamin C), combinations",3.0
671,A11GB01,ascorbic acid (vit C) and calcium,4.0
672,A11H,OTHER PLAIN VITAMIN PREPARATIONS,2.0
673,A11HA,Other plain vitamin preparations,3.0
674,A11HA01,nicotinamide,4.0
675,A11HA02,pyridoxine (vit B6),4.0
676,A11HA03,tocopherol (vit E),4.0
677,A11HA04,riboflavin (vit B2),4.0
678,A11HA05,biotin,4.0
679,A11HA06,pyridoxal phosphate,4.0
680,A11HA07,inositol,4.0
681,A11HA08,tocofersolan,4.0
682,A11HA30,dexpanthenol,4.0
683,A11HA31,calcium pantothenate,4.0
684,A11HA32,pantethine,4.0
685,A11J,"OTHER VITAMIN PRODUCTS, COMBINATIONS",2.0
686,A11JA,Combinations of vitamins,3.0
687,A11JB,Vitamins with minerals,3.0
688,A11JC,"Vitamins, other combinations",3.0
689,A12,MINERAL SUPPLEMENTS,1.0
690,A12A,CALCIUM,2.0
691,A12AA,Calcium,3.0
692,A12AA01,calcium phosphate,4.0
693,A12AA02,calcium glubionate,4.0
694,A12AA03,calcium gluconate,4.0
695,A12AA04,calcium carbonate,4.0
696,A12AA05,calcium lactate,4.0
697,A12AA06,calcium lactate gluconate,4.0
698,A12AA07,calcium chloride,4.0
699,A12AA08,calcium glycerylphosphate,4.0
700,A12AA09,calcium citrate lysine complex,4.0
701,A12AA10,calcium glucoheptonate,4.0
702,A12AA11,calcium pangamate,4.0
703,A12AA13,calcium citrate,4.0
704,A12AA20,calcium (different salts in combination),4.0
705,A12AA30,calcium laevulate,4.0
706,A12AX,"Calcium, combinations with vitamin D and/or other drugs",3.0
707,A12B,POTASSIUM,2.0
708,A12BA,Potassium,3.0
709,A12BA01,potassium chloride,4.0
710,A12BA02,potassium citrate,4.0
711,A12BA03,potassium hydrogentartrate,4.0
712,A12BA04,potassium hydrogencarbonate,4.0
713,A12BA05,potassium gluconate,4.0
714,A12BA30,potassium (different salts in combination),4.0
715,A12BA51,"potassium chloride, combinations",4.0
716,A12C,OTHER MINERAL SUPPLEMENTS,2.0
717,A12CA,Sodium,3.0
718,A12CA01,sodium chloride,4.0
719,A12CA02,sodium sulfate,4.0
720,A12CB,Zinc,3.0
721,A12CB01,zinc sulfate,4.0
722,A12CB02,zinc gluconate,4.0
723,A12CB03,zinc protein complex,4.0
724,A12CC,Magnesium,3.0
725,A12CC01,magnesium chloride,4.0
726,A12CC02,magnesium sulfate,4.0
727,A12CC03,magnesium gluconate,4.0
728,A12CC04,magnesium citrate,4.0
729,A12CC05,magnesium aspartate,4.0
730,A12CC06,magnesium lactate,4.0
731,A12CC07,magnesium levulinate,4.0
732,A12CC08,magnesium pidolate,4.0
733,A12CC09,magnesium orotate,4.0
734,A12CC10,magnesium oxide,4.0
735,A12CC30,magnesium (different salts in combination),4.0
736,A12CD,Fluoride,3.0
737,A12CD01,sodium fluoride,4.0
738,A12CD02,sodium monofluorophosphate,4.0
739,A12CD51,"fluoride, combinations",4.0
740,A12CE,Selenium,3.0
741,A12CE01,sodium selenate,4.0
742,A12CE02,sodium selenite,4.0
743,A12CX,Other mineral products,3.0
744,A13,TONICS,1.0
745,A13A,TONICS,2.0
746,A14,ANABOLIC AGENTS FOR SYSTEMIC USE,1.0
747,A14A,ANABOLIC STEROIDS,2.0
748,A14AA,Androstan derivatives,3.0
749,A14AA01,androstanolone,4.0
750,A14AA02,stanozolol,4.0
751,A14AA03,metandienone,4.0
752,A14AA04,metenolone,4.0
753,A14AA05,oxymetholone,4.0
754,A14AA06,quinbolone,4.0
755,A14AA07,prasterone,4.0
756,A14AA08,oxandrolone,4.0
757,A14AA09,norethandrolone,4.0
758,A14AB,Estren derivatives,3.0
759,A14AB01,nandrolone,4.0
760,A14AB02,ethylestrenol,4.0
761,A14AB03,oxabolone cipionate,4.0
762,A14B,OTHER ANABOLIC AGENTS,2.0
763,A15,APPETITE STIMULANTS,1.0
764,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,1.0
765,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,2.0
766,A16AA,Amino acids and derivatives,3.0
767,A16AA01,levocarnitine,4.0
768,A16AA02,ademetionine,4.0
769,A16AA03,glutamine,4.0
770,A16AA04,mercaptamine,4.0
771,A16AA05,carglumic acid,4.0
772,A16AA06,betaine,4.0
773,A16AA07,metreleptin,4.0
774,A16AB,Enzymes,3.0
775,A16AB01,alglucerase,4.0
776,A16AB02,imiglucerase,4.0
777,A16AB03,agalsidase alfa,4.0
778,A16AB04,agalsidase beta,4.0
779,A16AB05,laronidase,4.0
780,A16AB06,sacrosidase,4.0
781,A16AB07,alglucosidase alfa,4.0
782,A16AB08,galsulfase,4.0
783,A16AB09,idursulfase,4.0
784,A16AB10,velaglucerase alfa,4.0
785,A16AB11,taliglucerase alfa,4.0
786,A16AB12,elosulfase alfa,4.0
787,A16AB13,asfotase alfa,4.0
788,A16AB14,sebelipase alfa,4.0
789,A16AB15,velmanase alfa,4.0
790,A16AB16,idursulfase beta,4.0
791,A16AB17,cerliponase alfa,4.0
792,A16AB18,vestronidase alfa,4.0
793,A16AB19,pegvaliase,4.0
794,A16AX,Various alimentary tract and metabolism products,3.0
795,A16AX01,thioctic acid,4.0
796,A16AX02,anethole trithione,4.0
797,A16AX03,sodium phenylbutyrate,4.0
798,A16AX04,nitisinone,4.0
799,A16AX05,zinc acetate,4.0
800,A16AX06,miglustat,4.0
801,A16AX07,sapropterin,4.0
802,A16AX08,teduglutide,4.0
803,A16AX09,glycerol phenylbutyrate,4.0
804,A16AX10,eliglustat,4.0
805,A16AX11,sodium benzoate,4.0
806,A16AX12,trientine,4.0
807,A16AX13,uridine triacetate,4.0
808,A16AX14,migalastat,4.0
809,A16AX15,telotristat,4.0
810,A16AX16,givosiran,4.0
811,A16AX17,triheptanoin,4.0
812,A16AX18,lumasiran,4.0
813,A16AX30,sodium benzoate and sodium phenylacetate,4.0
814,B,BLOOD AND BLOOD FORMING ORGANS,0.0
815,B01,ANTITHROMBOTIC AGENTS,1.0
816,B01A,ANTITHROMBOTIC AGENTS,2.0
817,B01AA,Vitamin K antagonists,3.0
818,B01AA01,dicoumarol,4.0
819,B01AA02,phenindione,4.0
820,B01AA03,warfarin,4.0
821,B01AA04,phenprocoumon,4.0
822,B01AA07,acenocoumarol,4.0
823,B01AA08,ethyl biscoumacetate,4.0
824,B01AA09,clorindione,4.0
825,B01AA10,diphenadione,4.0
826,B01AA11,tioclomarol,4.0
827,B01AA12,fluindione,4.0
828,B01AB,Heparin group,3.0
829,B01AB01,heparin,4.0
830,B01AB02,antithrombin III,4.0
831,B01AB04,dalteparin,4.0
832,B01AB05,enoxaparin,4.0
833,B01AB06,nadroparin,4.0
834,B01AB07,parnaparin,4.0
835,B01AB08,reviparin,4.0
836,B01AB09,danaparoid,4.0
837,B01AB10,tinzaparin,4.0
838,B01AB11,sulodexide,4.0
839,B01AB12,bemiparin,4.0
840,B01AB51,"heparin, combinations",4.0
841,B01AC,Platelet aggregation inhibitors excl. heparin,3.0
842,B01AC01,ditazole,4.0
843,B01AC02,cloricromen,4.0
844,B01AC03,picotamide,4.0
845,B01AC04,clopidogrel,4.0
846,B01AC05,ticlopidine,4.0
847,B01AC06,acetylsalicylic acid,4.0
848,B01AC07,dipyridamole,4.0
849,B01AC08,carbasalate calcium,4.0
850,B01AC09,epoprostenol,4.0
851,B01AC10,indobufen,4.0
852,B01AC11,iloprost,4.0
853,B01AC13,abciximab,4.0
854,B01AC15,aloxiprin,4.0
855,B01AC16,eptifibatide,4.0
856,B01AC17,tirofiban,4.0
857,B01AC18,triflusal,4.0
858,B01AC19,beraprost,4.0
859,B01AC21,treprostinil,4.0
860,B01AC22,prasugrel,4.0
861,B01AC23,cilostazol,4.0
862,B01AC24,ticagrelor,4.0
863,B01AC25,cangrelor,4.0
864,B01AC26,vorapaxar,4.0
865,B01AC27,selexipag,4.0
866,B01AC30,combinations,4.0
867,B01AC56,"acetylsalicylic acid, combinations with proton pump inhibitors",4.0
868,B01AD,Enzymes,3.0
869,B01AD01,streptokinase,4.0
870,B01AD02,alteplase,4.0
871,B01AD03,anistreplase,4.0
872,B01AD04,urokinase,4.0
873,B01AD05,fibrinolysin,4.0
874,B01AD06,brinase,4.0
875,B01AD07,reteplase,4.0
876,B01AD08,saruplase,4.0
877,B01AD09,ancrod,4.0
878,B01AD10,drotrecogin alfa (activated),4.0
879,B01AD11,tenecteplase,4.0
880,B01AD12,protein C,4.0
881,B01AE,Direct thrombin inhibitors,3.0
882,B01AE01,desirudin,4.0
883,B01AE02,lepirudin,4.0
884,B01AE03,argatroban,4.0
885,B01AE04,melagatran,4.0
886,B01AE05,ximelagatran,4.0
887,B01AE06,bivalirudin,4.0
888,B01AE07,dabigatran etexilate,4.0
889,B01AF,Direct factor Xa inhibitors,3.0
890,B01AF01,rivaroxaban,4.0
891,B01AF02,apixaban,4.0
892,B01AF03,edoxaban,4.0
893,B01AF04,betrixaban,4.0
894,B01AX,Other antithrombotic agents,3.0
895,B01AX01,defibrotide,4.0
896,B01AX04,dermatan sulfate,4.0
897,B01AX05,fondaparinux,4.0
898,B01AX07,caplacizumab,4.0
899,B02,ANTIHEMORRHAGICS,1.0
900,B02A,ANTIFIBRINOLYTICS,2.0
901,B02AA,Amino acids,3.0
902,B02AA01,aminocaproic acid,4.0
903,B02AA02,tranexamic acid,4.0
904,B02AA03,aminomethylbenzoic acid,4.0
905,B02AB,Proteinase inhibitors,3.0
906,B02AB01,aprotinin,4.0
907,B02AB02,alfa1 antitrypsin,4.0
908,B02AB04,camostat,4.0
909,B02AB05,ulinastatin,4.0
910,B02B,VITAMIN K AND OTHER HEMOSTATICS,2.0
911,B02BA,Vitamin K,3.0
912,B02BA01,phytomenadione,4.0
913,B02BA02,menadione,4.0
914,B02BB,Fibrinogen,3.0
915,B02BB01,"fibrinogen, human",4.0
916,B02BC,Local hemostatics,3.0
917,B02BC01,absorbable gelatin sponge,4.0
918,B02BC02,oxidized cellulose,4.0
919,B02BC03,tetragalacturonic acid hydroxymethylester,4.0
920,B02BC05,adrenalone,4.0
921,B02BC06,thrombin,4.0
922,B02BC07,collagen,4.0
923,B02BC08,calcium alginate,4.0
924,B02BC09,epinephrine,4.0
925,B02BC30,combinations,4.0
926,B02BD,Blood coagulation factors,3.0
927,B02BD01,"coagulation factor IX, II, VII and X in combination",4.0
928,B02BD02,coagulation factor VIII,4.0
929,B02BD03,factor VIII inhibitor bypassing activity,4.0
930,B02BD04,coagulation factor IX,4.0
931,B02BD05,coagulation factor VII,4.0
932,B02BD06,von Willebrand factor and coagulation factor VIII in combination,4.0
933,B02BD07,coagulation factor XIII,4.0
934,B02BD08,coagulation factor VIIa,4.0
935,B02BD10,von Willebrand factor,4.0
936,B02BD11,catridecacog,4.0
937,B02BD13,coagulation factor X,4.0
938,B02BD14,susoctocog alfa,4.0
939,B02BD30,thrombin,4.0
940,B02BX,Other systemic hemostatics,3.0
941,B02BX01,etamsylate,4.0
942,B02BX02,carbazochrome,4.0
943,B02BX03,batroxobin,4.0
944,B02BX04,romiplostim,4.0
945,B02BX05,eltrombopag,4.0
946,B02BX06,emicizumab,4.0
947,B02BX07,lusutrombopag,4.0
948,B02BX08,avatrombopag,4.0
949,B02BX09,fostamatinib,4.0
950,B03,ANTIANEMIC PREPARATIONS,1.0
951,B03A,IRON PREPARATIONS,2.0
952,B03AA,"Iron bivalent, oral preparations",3.0
953,B03AA01,ferrous glycine sulfate,4.0
954,B03AA02,ferrous fumarate,4.0
955,B03AA03,ferrous gluconate,4.0
956,B03AA04,ferrous carbonate,4.0
957,B03AA05,ferrous chloride,4.0
958,B03AA06,ferrous succinate,4.0
959,B03AA07,ferrous sulfate,4.0
960,B03AA08,ferrous tartrate,4.0
961,B03AA09,ferrous aspartate,4.0
962,B03AA10,ferrous ascorbate,4.0
963,B03AA11,ferrous iodine,4.0
964,B03AA12,ferrous sodium citrate,4.0
965,B03AB,"Iron trivalent, oral preparations",3.0
966,B03AB01,ferric sodium citrate,4.0
967,B03AB02,saccharated iron oxide,4.0
968,B03AB03,sodium feredetate,4.0
969,B03AB04,ferric hydroxide,4.0
970,B03AB05,ferric oxide polymaltose complexes,4.0
971,B03AB07,chondroitin sulfate-iron complex,4.0
972,B03AB08,ferric acetyl transferrin,4.0
973,B03AB09,ferric proteinsuccinylate,4.0
974,B03AB10,ferric maltol,4.0
975,B03AC,"Iron, parenteral preparations",3.0
976,B03AD,Iron in combination with folic acid,3.0
977,B03AD01,ferrous amino acid complex,4.0
978,B03AD02,ferrous fumarate,4.0
979,B03AD03,ferrous sulfate,4.0
980,B03AD04,ferric oxide polymaltose complexes,4.0
981,B03AD05,ferrous gluconate,4.0
982,B03AE,Iron in other combinations,3.0
983,B03AE01,"iron, vitamin B12 and folic acid",4.0
984,B03AE02,"iron, multivitamins and folic acid",4.0
985,B03AE03,iron and multivitamins,4.0
986,B03AE04,"iron, multivitamins and minerals",4.0
987,B03AE10,various combinations,4.0
988,B03B,VITAMIN B12 AND FOLIC ACID,2.0
989,B03BA,Vitamin B12 (cyanocobalamin and analogues),3.0
990,B03BA01,cyanocobalamin,4.0
991,B03BA02,cyanocobalamin tannin complex,4.0
992,B03BA03,hydroxocobalamin,4.0
993,B03BA04,cobamamide,4.0
994,B03BA05,mecobalamin,4.0
995,B03BA51,"cyanocobalamin, combinations",4.0
996,B03BA53,"hydroxocobalamin, combinations",4.0
997,B03BB,Folic acid and derivatives,3.0
998,B03BB01,folic acid,4.0
999,B03BB51,"folic acid, combinations",4.0
1000,B03X,OTHER ANTIANEMIC PREPARATIONS,2.0
1001,B03XA,Other antianemic preparations,3.0
1002,B03XA01,erythropoietin,4.0
1003,B03XA02,darbepoetin alfa,4.0
1004,B03XA03,methoxy polyethylene glycol-epoetin beta,4.0
1005,B03XA04,peginesatide,4.0
1006,B03XA05,roxadustat,4.0
1007,B03XA06,luspatercept,4.0
1008,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,1.0
1009,B05A,BLOOD AND RELATED PRODUCTS,2.0
1010,B05AA,Blood substitutes and plasma protein fractions,3.0
1011,B05AA01,albumin,4.0
1012,B05AA02,other plasma protein fractions,4.0
1013,B05AA03,fluorocarbon blood substitutes,4.0
1014,B05AA05,dextran,4.0
1015,B05AA06,gelatin agents,4.0
1016,B05AA07,hydroxyethylstarch,4.0
1017,B05AA08,hemoglobin crosfumaril,4.0
1018,B05AA09,hemoglobin raffimer,4.0
1019,B05AA10,hemoglobin glutamer (bovine),4.0
1020,B05AX,Other blood products,3.0
1021,B05AX01,erythrocytes,4.0
1022,B05AX02,thrombocytes,4.0
1023,B05AX03,blood plasma,4.0
1024,B05AX04,stem cells from umbilical cord blood,4.0
1025,B05B,I.V. SOLUTIONS,2.0
1026,B05BA,Solutions for parenteral nutrition,3.0
1027,B05BA01,amino acids,4.0
1028,B05BA02,fat emulsions,4.0
1029,B05BA03,carbohydrates,4.0
1030,B05BA04,protein hydrolysates,4.0
1031,B05BA10,combinations,4.0
1032,B05BB,Solutions affecting the electrolyte balance,3.0
1033,B05BB01,electrolytes,4.0
1034,B05BB02,electrolytes with carbohydrates,4.0
1035,B05BB03,trometamol,4.0
1036,B05BB04,electrolytes in combination with other drugs,4.0
1037,B05BC,Solutions producing osmotic diuresis,3.0
1038,B05BC01,mannitol,4.0
1039,B05BC02,carbamide,4.0
1040,B05C,IRRIGATING SOLUTIONS,2.0
1041,B05CA,Antiinfectives,3.0
1042,B05CA01,cetylpyridinium,4.0
1043,B05CA02,chlorhexidine,4.0
1044,B05CA03,nitrofural,4.0
1045,B05CA04,sulfamethizole,4.0
1046,B05CA05,taurolidine,4.0
1047,B05CA06,mandelic acid,4.0
1048,B05CA07,noxytiolin,4.0
1049,B05CA08,ethacridine lactate,4.0
1050,B05CA09,neomycin,4.0
1051,B05CA10,combinations,4.0
1052,B05CB,Salt solutions,3.0
1053,B05CB01,sodium chloride,4.0
1054,B05CB02,sodium citrate,4.0
1055,B05CB03,magnesium citrate,4.0
1056,B05CB04,sodium bicarbonate,4.0
1057,B05CB10,combinations,4.0
1058,B05CX,Other irrigating solutions,3.0
1059,B05CX01,glucose,4.0
1060,B05CX02,sorbitol,4.0
1061,B05CX03,glycine,4.0
1062,B05CX04,mannitol,4.0
1063,B05CX10,combinations,4.0
1064,B05D,PERITONEAL DIALYTICS,2.0
1065,B05DA,Isotonic solutions,3.0
1066,B05DB,Hypertonic solutions,3.0
1067,B05X,I.V. SOLUTION ADDITIVES,2.0
1068,B05XA,Electrolyte solutions,3.0
1069,B05XA01,potassium chloride,4.0
1070,B05XA02,sodium bicarbonate,4.0
1071,B05XA03,sodium chloride,4.0
1072,B05XA04,ammonium chloride,4.0
1073,B05XA05,magnesium sulfate,4.0
1074,B05XA06,"potassium phosphate, incl. combinations with other potassium salts",4.0
1075,B05XA07,calcium chloride,4.0
1076,B05XA08,sodium acetate,4.0
1077,B05XA09,sodium phosphate,4.0
1078,B05XA10,magnesium phosphate,4.0
1079,B05XA11,magnesium chloride,4.0
1080,B05XA12,zinc chloride,4.0
1081,B05XA13,hydrochloric acid,4.0
1082,B05XA14,sodium glycerophosphate,4.0
1083,B05XA15,potassium lactate,4.0
1084,B05XA16,cardioplegia solutions,4.0
1085,B05XA17,potassium acetate,4.0
1086,B05XA18,zinc sulfate,4.0
1087,B05XA30,combinations of electrolytes,4.0
1088,B05XA31,electrolytes in combination with other drugs,4.0
1089,B05XB,Amino acids,3.0
1090,B05XB01,arginine hydrochloride,4.0
1091,B05XB02,alanyl glutamine,4.0
1092,B05XB03,lysine,4.0
1093,B05XC,Vitamins,3.0
1094,B05XX,Other i.v. solution additives,3.0
1095,B05XX02,trometamol,4.0
1096,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2.0
1097,B05ZA,"Hemodialytics, concentrates",3.0
1098,B05ZB,Hemofiltrates,3.0
1099,B06,OTHER HEMATOLOGICAL AGENTS,1.0
1100,B06A,OTHER HEMATOLOGICAL AGENTS,2.0
1101,B06AA,Enzymes,3.0
1102,B06AA02,fibrinolysin and desoxyribonuclease,4.0
1103,B06AA03,hyaluronidase,4.0
1104,B06AA04,chymotrypsin,4.0
1105,B06AA07,trypsin,4.0
1106,B06AA10,desoxyribonuclease,4.0
1107,B06AA55,"streptokinase, combinations",4.0
1108,B06AB,Heme products,3.0
1109,B06AB01,hemin,4.0
1110,B06AC,Drugs used in hereditary angioedema,3.0
1111,B06AC01,"c1-inhibitor, plasma derived",4.0
1112,B06AC02,icatibant,4.0
1113,B06AC03,ecallantide,4.0
1114,B06AC04,conestat alfa,4.0
1115,B06AC05,lanadelumab,4.0
1116,B06AX,Other hematological agents,3.0
1117,B06AX01,crizanlizumab,4.0
1118,B06AX02,betibeglogene autotemcel,4.0
1119,C,CARDIOVASCULAR SYSTEM,0.0
1120,C01,CARDIAC THERAPY,1.0
1121,C01A,CARDIAC GLYCOSIDES,2.0
1122,C01AA,Digitalis glycosides,3.0
1123,C01AA01,acetyldigitoxin,4.0
1124,C01AA02,acetyldigoxin,4.0
1125,C01AA03,digitalis leaves,4.0
1126,C01AA04,digitoxin,4.0
1127,C01AA05,digoxin,4.0
1128,C01AA06,lanatoside C,4.0
1129,C01AA07,deslanoside,4.0
1130,C01AA08,metildigoxin,4.0
1131,C01AA09,gitoformate,4.0
1132,C01AA52,"acetyldigoxin, combinations",4.0
1133,C01AB,Scilla glycosides,3.0
1134,C01AB01,proscillaridin,4.0
1135,C01AB51,"proscillaridin, combinations",4.0
1136,C01AC,Strophanthus glycosides,3.0
1137,C01AC01,g-strophanthin,4.0
1138,C01AC03,cymarin,4.0
1139,C01AX,Other cardiac glycosides,3.0
1140,C01AX02,peruvoside,4.0
1141,C01B,"ANTIARRHYTHMICS, CLASS I AND III",2.0
1142,C01BA,"Antiarrhythmics, class Ia",3.0
1143,C01BA01,quinidine,4.0
1144,C01BA02,procainamide,4.0
1145,C01BA03,disopyramide,4.0
1146,C01BA04,sparteine,4.0
1147,C01BA05,ajmaline,4.0
1148,C01BA08,prajmaline,4.0
1149,C01BA12,lorajmine,4.0
1150,C01BA13,hydroquinidine,4.0
1151,C01BA51,"quinidine, combinations excl. psycholeptics",4.0
1152,C01BA71,"quinidine, combinations with psycholeptics",4.0
1153,C01BB,"Antiarrhythmics, class Ib",3.0
1154,C01BB01,lidocaine,4.0
1155,C01BB02,mexiletine,4.0
1156,C01BB03,tocainide,4.0
1157,C01BB04,aprindine,4.0
1158,C01BC,"Antiarrhythmics, class Ic",3.0
1159,C01BC03,propafenone,4.0
1160,C01BC04,flecainide,4.0
1161,C01BC07,lorcainide,4.0
1162,C01BC08,encainide,4.0
1163,C01BC09,ethacizine,4.0
1164,C01BD,"Antiarrhythmics, class III",3.0
1165,C01BD01,amiodarone,4.0
1166,C01BD02,bretylium tosilate,4.0
1167,C01BD03,bunaftine,4.0
1168,C01BD04,dofetilide,4.0
1169,C01BD05,ibutilide,4.0
1170,C01BD06,tedisamil,4.0
1171,C01BD07,dronedarone,4.0
1172,C01BG,"Other antiarrhythmics, class I and III",3.0
1173,C01BG01,moracizine,4.0
1174,C01BG07,cibenzoline,4.0
1175,C01BG11,vernakalant,4.0
1176,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,2.0
1177,C01CA,Adrenergic and dopaminergic agents,3.0
1178,C01CA01,etilefrine,4.0
1179,C01CA02,isoprenaline,4.0
1180,C01CA03,norepinephrine,4.0
1181,C01CA04,dopamine,4.0
1182,C01CA05,norfenefrine,4.0
1183,C01CA06,phenylephrine,4.0
1184,C01CA07,dobutamine,4.0
1185,C01CA08,oxedrine,4.0
1186,C01CA09,metaraminol,4.0
1187,C01CA10,methoxamine,4.0
1188,C01CA11,mephentermine,4.0
1189,C01CA12,dimetofrine,4.0
1190,C01CA13,prenalterol,4.0
1191,C01CA14,dopexamine,4.0
1192,C01CA15,gepefrine,4.0
1193,C01CA16,ibopamine,4.0
1194,C01CA17,midodrine,4.0
1195,C01CA18,octopamine,4.0
1196,C01CA19,fenoldopam,4.0
1197,C01CA21,cafedrine,4.0
1198,C01CA22,arbutamine,4.0
1199,C01CA23,theodrenaline,4.0
1200,C01CA24,epinephrine,4.0
1201,C01CA25,amezinium metilsulfate,4.0
1202,C01CA26,ephedrine,4.0
1203,C01CA27,droxidopa,4.0
1204,C01CA30,combinations,4.0
1205,C01CA51,"etilefrine, combinations",4.0
1206,C01CE,Phosphodiesterase inhibitors,3.0
1207,C01CE01,amrinone,4.0
1208,C01CE02,milrinone,4.0
1209,C01CE03,enoximone,4.0
1210,C01CE04,bucladesine,4.0
1211,C01CX,Other cardiac stimulants,3.0
1212,C01CX06,angiotensinamide,4.0
1213,C01CX07,xamoterol,4.0
1214,C01CX08,levosimendan,4.0
1215,C01CX09,angiotensin II,4.0
1216,C01D,VASODILATORS USED IN CARDIAC DISEASES,2.0
1217,C01DA,Organic nitrates,3.0
1218,C01DA02,glyceryl trinitrate,4.0
1219,C01DA04,methylpropylpropanediol dinitrate,4.0
1220,C01DA05,pentaerithrityl tetranitrate,4.0
1221,C01DA07,propatylnitrate,4.0
1222,C01DA08,isosorbide dinitrate,4.0
1223,C01DA09,trolnitrate,4.0
1224,C01DA13,eritrityl tetranitrate,4.0
1225,C01DA14,isosorbide mononitrate,4.0
1226,C01DA20,organic nitrates in combination,4.0
1227,C01DA38,tenitramine,4.0
1228,C01DA52,"glyceryl trinitrate, combinations",4.0
1229,C01DA54,"methylpropylpropanediol dinitrate, combinations",4.0
1230,C01DA55,"pentaerithrityl tetranitrate, combinations",4.0
1231,C01DA57,"propatylnitrate, combinations",4.0
1232,C01DA58,"isosorbide dinitrate, combinations",4.0
1233,C01DA59,"trolnitrate, combinations",4.0
1234,C01DA63,"eritrityl tetranitrate, combinations",4.0
1235,C01DA70,organic nitrates in combination with psycholeptics,4.0
1236,C01DB,Quinolone vasodilators,3.0
1237,C01DB01,flosequinan,4.0
1238,C01DX,Other vasodilators used in cardiac diseases,3.0
1239,C01DX01,itramin tosilate,4.0
1240,C01DX02,prenylamine,4.0
1241,C01DX03,oxyfedrine,4.0
1242,C01DX04,benziodarone,4.0
1243,C01DX05,carbocromen,4.0
1244,C01DX06,hexobendine,4.0
1245,C01DX07,etafenone,4.0
1246,C01DX08,heptaminol,4.0
1247,C01DX09,imolamine,4.0
1248,C01DX10,dilazep,4.0
1249,C01DX11,trapidil,4.0
1250,C01DX12,molsidomine,4.0
1251,C01DX13,efloxate,4.0
1252,C01DX14,cinepazet,4.0
1253,C01DX15,cloridarol,4.0
